,location,total_sqft,bath,price,bhk,encoded_loc
7800,Kanakpura Road,700.0,2,34.0,2,135
7801,others,800.0,2,32.0,2,245
7802,Sonnenahalli,1415.0,2,65.0,3,218
7803,7th Phase JP Nagar,1976.0,3,145.0,3,7
7804,Kambipura,883.0,2,37.01,2,131
7805,Yelahanka,700.0,1,38.0,1,241
7806,Sarjapur,1445.0,3,50.0,3,206
7807,Battarahalli,2082.0,3,104.0,3,40
7808,Thanisandra,933.0,2,66.0,2,223
7809,Electronic City Phase II,1155.0,2,57.0,2,79
7810,Bannerghatta,1200.0,2,73.2,2,36
7811,others,1055.0,2,43.0,2,245
7812,Rajaji Nagar,1555.0,3,125.0,3,198
7813,Bellandur,1420.0,3,62.0,3,43
7814,KR Puram,1035.0,2,40.0,2,122
7815,Yelahanka New Town,488.0,1,20.0,1,242
7816,others,2760.0,5,140.0,5,245
7817,Gunjur Palya,993.0,2,42.0,2,91
7818,Hoodi,1225.0,2,45.0,2,103
7819,Sompura,825.0,2,32.0,2,217
7820,Electronic City Phase II,1800.0,3,92.0,3,79
7821,Kanakpura Road,1167.0,2,63.0,2,135
7822,Sarjapur,1150.0,2,41.0,2,206
7823,others,650.0,1,50.0,1,245
7824,Sarjapur  Road,675.0,1,27.0,1,207
7825,others,2260.0,3,90.0,2,245
7826,others,1050.0,1,32.39,1,245
7827,Yelahanka New Town,1100.0,2,58.0,2,242
7828,Uttarahalli,1330.0,2,58.0,3,230
7829,others,2400.0,5,75.0,6,245
7830,Banashankari,1770.0,3,108.0,3,29
7831,Prithvi Layout,2100.0,3,125.0,3,194
7832,Pai Layout,1000.0,2,42.0,2,190
7833,Ramamurthy Nagar,2916.0,5,230.0,4,201
7834,Kanakpura Road,1419.59,2,65.0,3,135
7835,Kodihalli,1400.0,3,81.0,3,149
7836,Horamavu Agara,750.0,2,37.49,2,104
7837,Bannerghatta,1070.0,2,87.0,2,36
7838,Kannamangala,1536.0,3,107.0,3,136
7839,JP Nagar,2400.0,3,196.0,3,116
7840,Sarjapur  Road,2582.5,0,102.92,3,207
7841,Electronic City,1342.0,2,72.0,2,78
7842,others,1600.0,3,130.0,3,245
7843,Kanakapura,938.0,1,50.0,1,134
7844,Budigere,1820.0,3,99.0,3,55
7845,Bhoganhalli,2439.0,4,170.0,4,46
7846,Kanakpura Road,1665.0,3,78.0,3,135
7847,Basavangudi,1850.0,3,150.0,3,38
7848,Bommanahalli,1091.0,2,40.0,2,50
7849,Brookefield,3675.0,4,176.0,4,54
7850,JP Nagar,1060.0,2,33.95,2,116
7851,Whitefield,1059.0,2,57.0,2,239
7852,Hebbal,1299.0,2,97.0,2,98
7853,Yelahanka,1491.0,3,85.0,3,241
7854,Basaveshwara Nagar,1200.0,2,85.0,2,39
7855,Yelahanka,2088.0,5,110.0,4,241
7856,Hulimavu,581.0,1,29.0,1,111
7857,others,1296.0,2,70.0,2,245
7858,others,1125.0,2,55.0,2,245
7859,Electronic City,1275.0,3,70.0,3,78
7860,Kothanur,1095.0,2,55.0,2,154
7861,Old Madras Road,1330.0,2,74.0,2,188
7862,Marathahalli,1135.0,2,60.0,2,169
7863,Whitefield,516.0,1,39.0,1,239
7864,others,1194.0,2,51.0,2,245
7865,Electronic City,770.0,1,38.0,2,78
7866,Chikkalasandra,1355.0,3,54.2,3,62
7867,Abbigere,3000.0,8,150.0,8,11
7868,Harlur,2569.0,4,175.0,4,97
7869,Bhoganhalli,1707.0,3,115.0,3,46
7870,Sultan Palaya,1070.0,2,49.0,2,220
7871,Whitefield,6000.0,4,410.0,4,239
7872,Tumkur Road,1240.0,2,83.0,3,228
7873,JP Nagar,1300.0,2,91.65,2,116
7874,Ambalipura,1700.0,2,76.0,2,13
7875,Yeshwanthpur,1383.0,2,76.18,3,244
7876,others,3000.0,4,170.0,5,245
7877,Hulimavu,935.0,2,45.0,2,111
7878,Thigalarapalya,2072.0,4,151.0,3,224
7879,KR Puram,1116.0,2,45.0,2,122
7880,Whitefield,1639.0,3,107.0,3,239
7881,Marathahalli,1839.0,3,130.0,3,169
7882,others,1300.0,2,63.0,2,245
7883,Horamavu Agara,625.0,1,27.0,1,104
7884,Thanisandra,933.0,1,61.0,1,223
7885,Hosur Road,2289.0,3,180.0,3,110
7886,Ramamurthy Nagar,2316.0,3,125.0,3,201
7887,Electronic City,1005.0,2,39.77,2,78
7888,Horamavu Agara,1080.0,2,38.0,2,104
7889,Vishwapriya Layout,910.0,2,36.0,2,237
7890,Hormavu,1200.0,2,73.0,2,106
7891,Electronic City,1110.0,2,39.9,2,78
7892,Kothanur,1142.0,2,56.0,2,154
7893,2nd Stage Nagarbhavi,4000.0,4,240.0,5,3
7894,AECS Layout,1005.0,2,55.0,2,10
7895,others,1626.6,3,133.0,3,245
7896,Kothanur,1074.0,2,54.0,2,154
7897,Basavangudi,1230.0,2,80.0,2,38
7898,Electronic City,660.0,1,23.0,2,78
7899,others,1007.0,2,48.0,2,245
7900,Whitefield,1820.0,3,113.0,3,239
7901,others,1348.0,2,100.0,2,245
7902,Kasavanhalli,1230.0,2,66.25,2,138
7903,Horamavu Agara,1176.0,2,37.62,3,104
7904,Frazer Town,1200.0,2,78.0,2,81
7905,others,1298.0,2,65.0,2,245
7906,Kothanur,1285.0,2,60.0,2,154
7907,Electronic City,1644.0,3,92.59,3,78
7908,Kasavanhalli,1819.0,3,150.0,3,138
7909,1st Phase JP Nagar,1205.0,2,85.0,2,2
7910,Raja Rajeshwari Nagar,1270.0,2,62.0,2,197
7911,9th Phase JP Nagar,1240.0,2,39.89,3,9
7912,Jigani,1221.0,3,70.0,3,120
7913,Kanakpura Road,1339.0,2,63.0,2,135
7914,Thigalarapalya,4303.0,5,300.0,4,224
7915,Haralur Road,1315.0,2,85.0,2,96
7916,Raja Rajeshwari Nagar,1250.0,2,68.0,2,197
7917,Bisuvanahalli,850.0,2,27.0,2,49
7918,7th Phase JP Nagar,1600.0,2,110.0,3,7
7919,Electronic City,1250.0,2,62.0,2,78
7920,others,1312.0,2,56.5,3,245
7921,Kadugodi,3000.0,4,134.0,4,124
7922,Whitefield,1990.0,3,98.0,3,239
7923,others,760.0,2,38.5,2,245
7924,Kadugodi,1614.0,2,59.0,3,124
7925,others,1182.0,2,60.1,3,245
7926,others,1053.0,2,46.29,2,245
7927,Gubbalala,2000.0,3,125.0,3,89
7928,Electronic City Phase II,1940.0,4,116.0,3,79
7929,Hennur Road,1590.0,3,105.0,3,102
7930,others,1035.0,2,52.79,2,245
7931,Raja Rajeshwari Nagar,1260.0,2,62.0,3,197
7932,Thanisandra,1702.0,3,107.0,3,223
7933,Bisuvanahalli,1080.0,2,65.0,3,49
7934,Kasavanhalli,1189.0,2,45.0,2,138
7935,Tumkur Road,1035.0,2,39.0,2,228
7936,Hennur Road,1200.0,2,36.0,2,102
7937,Yelahanka,1330.0,2,93.65,2,241
7938,Kaggalipura,1210.0,2,65.0,3,126
7939,Chikkalasandra,1350.0,2,54.2,3,62
7940,Kaval Byrasandra,1900.0,2,65.0,3,141
7941,Ambedkar Nagar,1935.0,4,125.0,3,14
7942,others,1410.0,3,90.0,3,245
7943,others,1469.0,2,99.14,2,245
7944,Varthur,986.0,2,30.0,2,231
7945,others,1460.0,2,87.0,3,245
7946,Chandapura,1345.0,2,39.5,3,58
7947,Panathur,980.0,2,57.0,2,191
7948,Kudlu Gate,1164.0,2,75.0,2,156
7949,Subramanyapura,929.0,1,51.0,2,219
7950,Kundalahalli,1065.0,2,70.0,2,158
7951,Budigere,1747.0,2,56.725,2,55
7952,Electronic City,1020.0,2,30.27,2,78
7953,Yeshwanthpur,672.0,1,36.85,1,244
7954,Brookefield,1746.0,3,115.0,3,54
7955,Ganga Nagar,1250.0,2,65.0,2,83
7956,Thanisandra,1188.0,2,39.0,2,223
7957,Whitefield,3565.0,4,218.0,4,239
7958,Marathahalli,1170.0,2,85.0,2,169
7959,others,1800.0,3,150.0,3,245
7960,others,1000.0,2,35.0,2,245
7961,Kasturi Nagar,2507.0,4,155.0,4,139
7962,Babusapalaya,1061.0,2,34.0,2,27
7963,KR Puram,1290.0,2,69.0,2,122
7964,Sarjapur,1200.0,2,42.6,2,206
7965,Bharathi Nagar,1120.0,2,39.29,2,45
7966,Electronic City,418.0,1,12.0,1,78
7967,Sarjapur,1333.0,3,50.0,3,206
7968,Thanisandra,1089.0,1,34.355,1,223
7969,Thanisandra,2030.0,4,125.0,3,223
7970,Balagere,1012.0,2,70.0,2,28
7971,Kudlu,1245.0,2,60.0,3,155
7972,7th Phase JP Nagar,1765.0,3,118.0,3,7
7973,Gottigere,1110.0,2,36.25,2,87
7974,others,967.0,2,47.8,2,245
7975,Sarjapur,1044.0,2,36.0,2,206
7976,Brookefield,1518.0,3,80.0,3,54
7977,KR Puram,1300.0,2,57.0,3,122
7978,others,1798.0,3,73.0,3,245
7979,KR Puram,866.28,2,36.38,2,122
7980,Whitefield,3410.0,5,253.0,4,239
7981,Singasandra,1179.0,2,56.0,2,215
7982,Haralur Road,1976.0,3,92.0,3,96
7983,5th Phase JP Nagar,1190.0,2,61.8,2,5
7984,Jakkur,1761.0,3,84.52,3,117
7985,Cooke Town,1700.0,3,120.0,3,64
7986,Electronic City,1128.0,2,64.8,2,78
7987,Electronic City,1220.0,2,35.25,3,78
7988,others,509.0,1,20.0,1,245
7989,Ambedkar Nagar,1852.0,4,122.0,3,14
7990,Varthur,1045.0,2,40.65,2,231
7991,others,3535.0,4,215.0,4,245
7992,others,1800.0,3,82.0,4,245
7993,Hebbal Kempapura,1436.0,2,75.0,3,99
7994,others,1397.0,2,52.0,3,245
7995,Kothanur,1140.0,2,56.0,2,154
7996,others,2050.0,3,135.0,3,245
7997,Sarjapur  Road,1335.0,2,95.0,2,207
7998,Thanisandra,1140.0,2,59.0,2,223
7999,Thanisandra,663.0,1,46.0,1,223
8000,Kanakpura Road,1450.0,3,60.9,3,135
8001,Kodichikkanahalli,1400.0,3,66.0,3,146
8002,others,1339.0,2,53.56,2,245
8003,Electronic City,1220.0,2,35.23,3,78
8004,others,1305.0,2,52.0,2,245
8005,Green Glen Layout,1740.0,3,80.0,3,88
8006,Anekal,680.0,1,21.0,2,18
8007,Bannerghatta Road,1154.0,2,47.0,2,37
8008,Munnekollal,1200.0,2,40.0,2,173
8009,Hennur,1155.0,2,54.5,2,101
8010,Sarjapur  Road,1525.0,2,63.0,3,207
8011,Hebbal,2470.0,5,192.0,4,98
8012,Padmanabhanagar,1100.0,2,60.0,2,189
8013,Hormavu,1250.0,2,65.0,2,106
8014,Kothanur,1400.0,2,70.0,2,154
8015,others,1600.0,3,100.0,3,245
8016,Electronic City,1060.0,2,55.0,2,78
8017,Horamavu Banaswadi,1272.0,2,50.0,2,105
8018,Kanakpura Road,1296.0,2,105.0,2,135
8019,Karuna Nagar,1945.0,3,115.0,3,137
8020,Chandapura,1033.0,2,30.47,3,58
8021,others,2300.0,2,69.0,3,245
8022,Gunjur Palya,1235.0,2,52.76,2,91
8023,others,850.0,2,42.5,2,245
8024,Subramanyapura,1880.0,3,110.0,3,219
8025,Kenchenahalli,1060.0,2,52.0,2,142
8026,Hennur Road,2041.0,3,138.0,3,102
8027,others,1150.0,2,39.0,2,245
8028,LB Shastri Nagar,1184.0,2,62.0,2,159
8029,Sarjapur  Road,1680.0,3,126.0,3,207
8030,Thanisandra,1411.0,3,100.0,3,223
8031,Thanisandra,1702.0,3,120.0,3,223
8032,Yelahanka,1185.0,2,45.0,2,241
8033,Kanakpura Road,1300.0,3,64.0,3,135
8034,others,1545.0,3,65.0,3,245
8035,Jigani,1300.0,3,55.0,3,120
8036,JP Nagar,1107.0,2,57.0,2,116
8037,Old Madras Road,1720.0,3,106.0,3,188
8038,Bannerghatta Road,1000.0,2,44.5,2,37
8039,Electronic City,710.0,1,40.42,1,78
8040,Bannerghatta Road,1250.0,2,48.0,2,37
8041,Kaggadasapura,2400.0,4,130.0,5,125
8042,Hegde Nagar,1584.01,3,104.0,3,100
8043,Kammasandra,1200.0,6,60.0,4,133
8044,Kaggadasapura,1485.0,2,70.0,3,125
8045,Hennur Road,1100.0,2,78.0,3,102
8046,8th Phase JP Nagar,1245.0,2,59.0,2,8
8047,Hennur Road,1880.0,4,154.0,4,102
8048,others,1050.0,2,45.0,2,245
8049,Bannerghatta Road,1640.0,3,105.0,3,37
8050,others,1165.0,2,65.0,2,245
8051,Kengeri Satellite Town,1110.0,2,43.0,2,144
8052,Uttarahalli,4500.0,4,150.0,4,230
8053,others,1200.0,1,42.0,2,245
8054,Jalahalli,1704.0,3,94.36,3,118
8055,7th Phase JP Nagar,1275.0,2,88.0,3,7
8056,Sarjapur  Road,1222.0,2,68.0,3,207
8057,Electronic City,1000.0,2,29.95,2,78
8058,Yelahanka,1517.0,3,71.28,3,241
8059,Horamavu Agara,1166.0,2,37.29,2,104
8060,5th Phase JP Nagar,4000.0,5,170.0,5,5
8061,Yelahanka,3019.0,6,190.0,4,241
8062,Whitefield,1345.0,3,58.0,3,239
8063,Dommasandra,900.0,3,75.0,3,76
8064,EPIP Zone,3800.0,5,170.0,4,77
8065,Chandapura,971.0,2,38.0,3,58
8066,EPIP Zone,1810.0,2,65.0,2,77
8067,others,1300.0,2,58.0,2,245
8068,Thanisandra,1185.0,2,45.0,2,223
8069,Pattandur Agrahara,1350.0,2,68.0,2,192
8070,Budigere,2345.0,3,76.16,3,55
8071,Thyagaraja Nagar,3000.0,6,180.0,7,226
8072,Somasundara Palya,1650.0,3,126.0,3,216
8073,others,1645.0,3,87.0,3,245
8074,Hennur Road,1748.0,3,103.0,3,102
8075,Kengeri Satellite Town,1170.0,2,50.0,2,144
8076,Sarjapur  Road,3420.0,4,225.0,4,207
8077,Hulimavu,1320.0,2,65.0,3,111
8078,Sarjapur  Road,1510.0,2,110.0,3,207
8079,others,2700.0,7,110.0,6,245
8080,others,1305.0,2,45.68,3,245
8081,Mahadevpura,1500.0,2,70.0,3,164
8082,Thanisandra,1948.0,4,129.0,4,223
8083,Margondanahalli,1448.0,3,70.0,3,170
8084,Sarjapur  Road,1242.0,2,78.0,2,207
8085,Sonnenahalli,1268.0,2,58.0,2,218
8086,Ramamurthy Nagar,1101.0,2,50.0,2,201
8087,others,1255.0,2,65.0,2,245
8088,Hosa Road,1089.0,2,32.67,2,107
8089,Thanisandra,3600.0,9,125.0,8,223
8090,Kaggalipura,950.0,2,45.0,2,126
8091,HBR Layout,1068.0,2,43.0,2,93
8092,Yelahanka New Town,860.0,1,31.0,2,242
8093,Kengeri,3000.0,5,130.0,8,143
8094,Yelahanka,1756.0,3,66.73,3,241
8095,Whitefield,1205.0,2,41.0,2,239
8096,Hormavu,1604.0,3,68.0,3,106
8097,Ananth Nagar,1010.0,2,38.0,2,17
8098,Doddakallasandra,1010.0,2,41.0,2,72
8099,Yelahanka,1050.0,2,33.1,2,241
8100,Bannerghatta Road,1656.0,2,62.93,3,37
8101,Naganathapura,1451.0,3,68.0,3,178
8102,JP Nagar,1250.0,2,93.0,2,116
8103,others,4395.0,3,240.0,3,245
8104,Sonnenahalli,1340.0,2,42.0,3,218
8105,others,1100.0,2,38.5,2,245
8106,Devarachikkanahalli,1700.0,3,71.0,3,69
8107,KR Puram,1096.0,2,43.0,2,122
8108,others,1936.0,3,139.0,3,245
8109,Nehru Nagar,1269.0,2,63.0,3,185
8110,Panathur,1586.0,3,125.0,3,191
8111,Kanakpura Road,1452.0,3,56.5,3,135
8112,Hosa Road,1538.0,3,107.0,3,107
8113,others,935.0,2,40.0,2,245
8114,others,1220.0,2,65.0,2,245
8115,Harlur,1197.0,2,77.0,2,97
8116,Varthur,674.0,1,19.9,2,231
8117,Kengeri,410.0,1,15.0,1,143
8118,Thanisandra,1573.0,3,90.0,3,223
8119,Dodda Nekkundi,1135.0,2,58.0,2,70
8120,others,1400.0,2,40.43,3,245
8121,others,1200.0,1,65.0,1,245
8122,others,1800.0,3,95.0,3,245
8123,others,2045.0,3,108.0,3,245
8124,Sonnenahalli,1268.0,2,56.0,2,218
8125,Yelahanka,1600.0,3,100.0,3,241
8126,Thanisandra,1056.0,2,70.0,2,223
8127,Whitefield,4500.0,4,330.0,4,239
8128,KR Puram,1204.0,2,58.0,2,122
8129,others,1410.0,2,54.0,3,245
8130,Hennur Road,1460.0,2,80.3,2,102
8131,Dodda Nekkundi,1100.0,2,41.18,2,70
8132,others,1310.0,2,88.0,2,245
8133,Sector 2 HSR Layout,1600.0,3,90.0,3,210
8134,others,1250.0,2,55.0,2,245
8135,Sarjapur  Road,1665.0,3,74.93,3,207
8136,Singasandra,1416.0,2,67.0,2,215
8137,Jigani,1231.0,3,58.0,3,120
8138,Yelahanka,1664.0,3,73.95,3,241
8139,TC Palaya,2000.0,3,76.0,3,221
8140,Rajiv Nagar,972.0,2,43.0,2,199
8141,others,4500.0,4,345.0,4,245
8142,Bellandur,1185.0,2,47.39,2,43
8143,Green Glen Layout,1750.0,3,81.0,3,88
8144,Balagere,1007.0,2,68.0,2,28
8145,Whitefield,1250.0,2,85.0,2,239
8146,others,1200.0,2,54.0,2,245
8147,Horamavu Agara,994.0,2,42.28,2,104
8148,Ramamurthy Nagar,1150.0,2,40.0,2,201
8149,Thanisandra,1220.0,2,46.0,2,223
8150,others,1441.0,2,115.0,2,245
8151,Thigalarapalya,1400.0,2,105.0,2,224
8152,Tindlu,1370.07,3,65.0,3,227
8153,Judicial Layout,900.0,2,40.0,2,121
8154,others,418.0,1,17.0,1,245
8155,others,1200.0,3,80.0,3,245
8156,ISRO Layout,1200.0,2,43.0,2,112
8157,Talaghattapura,1062.0,2,42.48,2,222
8158,Kanakpura Road,1120.0,2,51.0,2,135
8159,Bannerghatta Road,1012.0,2,44.0,2,37
8160,Kanakpura Road,1430.0,2,78.0,2,135
8161,Channasandra,1195.0,2,56.0,3,59
8162,Old Madras Road,2640.0,5,150.0,3,188
8163,Hennur Road,2345.0,3,75.99,3,102
8164,Sonnenahalli,1011.0,2,59.0,2,218
8165,7th Phase JP Nagar,1450.0,2,102.0,3,7
8166,Sarjapur  Road,1129.0,2,69.0,2,207
8167,Sarjapura - Attibele Road,1126.0,2,36.0,2,208
8168,Sarjapur  Road,1180.0,2,45.0,3,207
8169,Hennur Road,1933.0,3,140.0,3,102
8170,TC Palaya,1082.0,2,64.0,2,221
8171,others,610.0,1,28.0,1,245
8172,Kudlu Gate,3850.0,6,205.0,4,156
8173,CV Raman Nagar,1125.0,2,46.0,2,56
8174,others,2400.0,7,107.0,6,245
8175,Kengeri Satellite Town,777.4,2,25.0,2,144
8176,Old Airport Road,1798.0,3,150.0,3,187
8177,others,1864.0,3,120.0,3,245
8178,Whitefield,1115.0,2,51.91,2,239
8179,Kengeri,400.0,1,25.0,1,143
8180,Rajaji Nagar,1200.0,2,70.0,2,198
8181,others,950.0,2,57.0,2,245
8182,Bellandur,1200.0,2,62.0,2,43
8183,GM Palaya,1735.0,3,70.0,3,82
8184,Jalahalli,1470.0,2,102.0,3,118
8185,Bannerghatta Road,1527.0,3,115.0,3,37
8186,others,985.0,2,45.0,2,245
8187,Chandapura,3300.0,4,135.0,4,58
8188,Whitefield,1277.0,2,77.0,2,239
8189,others,1100.0,2,62.0,2,245
8190,Whitefield,1820.0,3,140.0,3,239
8191,others,1530.0,3,87.0,4,245
8192,Jakkur,1880.0,4,110.0,3,117
8193,Hennur,1255.0,2,52.35,2,101
8194,Somasundara Palya,1140.0,2,46.0,2,216
8195,Electronic City Phase II,1025.0,2,29.6,2,79
8196,Whitefield,3453.0,4,247.0,4,239
8197,Kaikondrahalli,1250.0,2,78.0,2,127
8198,others,2400.0,3,108.0,4,245
8199,Jalahalli,1244.0,2,88.0,2,118
8200,Sarjapur  Road,1034.0,2,38.0,2,207
8201,Kasavanhalli,1719.0,3,71.0,3,138
8202,Hosa Road,1470.0,2,84.22,3,107
8203,Yelahanka,1140.0,2,50.66,2,241
8204,Harlur,1752.12,3,125.0,3,97
8205,Old Madras Road,2990.0,3,170.0,3,188
8206,Bannerghatta Road,1660.0,3,85.0,3,37
8207,Electronic City,1275.0,3,63.43,3,78
8208,Bommasandra Industrial Area,1365.0,3,52.81,3,52
8209,others,1200.0,2,90.0,3,245
8210,Kanakpura Road,2546.0,3,170.0,3,135
8211,Banashankari Stage VI,1392.0,3,69.46,3,33
8212,Whitefield,1245.0,2,59.76,2,239
8213,Yeshwanthpur,1162.0,2,64.08,2,244
8214,Singasandra,1476.0,2,73.0,3,215
8215,KR Puram,700.0,1,21.5,1,122
8216,others,3600.0,6,170.0,6,245
8217,Jigani,943.0,2,48.0,2,120
8218,Sarjapur  Road,1113.0,2,44.5,2,207
8219,Varthur,1615.0,3,69.43,3,231
8220,others,1279.0,2,100.0,2,245
8221,Sompura,1350.0,3,65.0,3,217
8222,others,1525.0,3,68.63,3,245
8223,Ardendale,1777.26,3,92.0,3,20
8224,Bisuvanahalli,845.0,2,32.0,2,49
8225,Varthur,1210.0,2,64.15,2,231
8226,Sarjapur  Road,1879.0,3,155.0,3,207
8227,Hosur Road,1250.0,2,50.0,3,110
8228,others,1200.0,2,35.0,4,245
8229,Marathahalli,1108.0,2,60.0,3,169
8230,Kanakpura Road,1401.0,3,69.0,3,135
8231,others,1185.0,2,42.66,2,245
8232,Green Glen Layout,1751.0,3,115.0,3,88
8233,Bannerghatta Road,1880.0,3,96.5,3,37
8234,Channasandra,1175.0,2,38.0,2,59
8235,Jalahalli,1407.0,2,98.49,2,118
8236,Yelachenahalli,1000.0,2,50.0,2,240
8237,Electronic City,1518.0,3,75.0,3,78
8238,others,3600.0,4,300.0,4,245
8239,Tumkur Road,1027.0,2,67.0,2,228
8240,Begur Road,1500.0,2,47.25,3,42
8241,Varthur,1737.0,2,57.32,3,231
8242,Hennur,5259.0,0,161.5,4,101
8243,others,1600.0,4,120.0,3,245
8244,others,1120.0,2,60.0,2,245
8245,Hennur Road,1030.0,2,46.5,2,102
8246,Gubbalala,2500.0,6,88.0,6,89
8247,Kammasandra,1057.0,2,35.0,2,133
8248,Hormavu,1075.0,2,53.7,2,106
8249,Mysore Road,1080.0,2,60.0,3,175
8250,others,5100.0,7,225.0,6,245
8251,Singasandra,1139.7,2,45.0,2,215
8252,Whitefield,1074.0,2,42.8,2,239
8253,Sarjapur  Road,2425.0,5,175.0,4,207
8254,Sarjapur  Road,1323.0,2,74.0,2,207
8255,Kalena Agrahara,900.0,2,40.0,2,128
8256,Sarjapura - Attibele Road,740.0,1,23.65,1,208
8257,Bannerghatta Road,1550.0,3,96.0,3,37
8258,Gunjur,1588.0,2,90.0,3,90
8259,R.T. Nagar,3600.0,8,165.0,9,195
8260,others,1308.0,2,86.0,2,245
8261,Hennur,1340.0,2,54.27,3,101
8262,Thanisandra,1719.0,3,135.0,3,223
8263,Electronic City,1090.0,2,31.48,1,78
8264,Jakkur,1660.0,3,104.0,3,117
8265,Nagavara,1247.0,2,58.56,2,182
8266,Thanisandra,1595.0,3,96.0,3,223
8267,Kaggadasapura,1175.0,2,50.0,2,125
8268,Old Airport Road,1184.0,2,78.0,2,187
8269,others,1100.0,2,55.0,2,245
8270,Kaval Byrasandra,935.0,2,78.0,2,141
8271,Yelahanka,1200.0,2,60.0,2,241
8272,others,1000.0,2,45.0,2,245
8273,Uttarahalli,1000.0,2,52.0,2,230
8274,Yelahanka,1705.0,3,85.0,3,241
8275,Tumkur Road,1060.0,2,58.3,3,228
8276,others,1347.0,2,55.0,3,245
8277,Varthur,1402.0,2,95.0,2,231
8278,Whitefield,2280.0,4,125.0,3,239
8279,others,1225.0,2,71.05,2,245
8280,5th Phase JP Nagar,1080.0,2,53.0,2,5
8281,Begur Road,1100.0,2,42.6,2,42
8282,Bannerghatta Road,1200.0,2,78.0,2,37
8283,others,1200.0,3,78.0,2,245
8284,Kothanur,1581.0,3,76.0,3,154
8285,Whitefield,2882.0,5,200.0,4,239
8286,Nagasandra,7000.0,8,450.0,4,181
8287,Abbigere,985.0,2,38.92,2,11
8288,Sarjapur,950.0,2,35.0,2,206
8289,others,1339.0,2,55.0,2,245
8290,others,1449.0,3,72.0,3,245
8291,others,1100.0,2,38.68,2,245
8292,Kaval Byrasandra,2700.0,3,200.0,3,141
8293,others,1100.0,2,55.0,2,245
8294,Electronic City,1140.0,2,32.92,2,78
8295,Chandapura,800.0,1,30.0,2,58
8296,Chikkabanavar,2000.0,4,65.0,5,61
8297,others,1300.0,2,95.0,2,245
8298,Kanakpura Road,1220.0,2,60.0,2,135
8299,Sarjapur  Road,2289.0,3,178.0,3,207
8300,Whitefield,1170.0,2,56.0,2,239
8301,others,1350.0,2,89.5,2,245
8302,Thanisandra,1698.0,3,125.0,3,223
8303,Electronic City Phase II,3262.5,4,105.0,4,79
8304,Ambalipura,1060.0,2,58.5,2,13
8305,Somasundara Palya,1185.0,2,75.0,2,216
8306,Vittasandra,1404.0,2,72.0,2,238
8307,Electronic City Phase II,1252.0,2,67.0,2,79
8308,Bannerghatta Road,1885.0,3,125.0,3,37
8309,Kaikondrahalli,3381.0,6,225.0,6,127
8310,Hormavu,980.0,2,42.0,2,106
8311,Banashankari,1420.0,3,66.0,3,29
8312,others,2312.0,3,156.0,3,245
8313,Kaggadasapura,3000.0,4,130.0,4,125
8314,others,1175.0,2,70.0,2,245
8315,others,1145.0,2,51.0,2,245
8316,Bhoganhalli,970.0,2,52.5,2,46
8317,Whitefield,2399.5,3,92.63,3,239
8318,9th Phase JP Nagar,5000.0,4,300.0,4,9
8319,Ramagondanahalli,1635.0,3,57.0,3,200
8320,Jalahalli,1200.0,2,66.0,1,118
8321,Yeshwanthpur,1166.0,2,64.08,2,244
8322,Shivaji Nagar,1460.0,2,90.0,3,214
8323,others,1690.0,3,50.0,3,245
8324,others,1386.0,3,93.0,4,245
8325,others,1090.0,2,32.0,2,245
8326,Whitefield,1390.0,2,72.0,2,239
8327,Sector 2 HSR Layout,1095.0,2,85.41,2,210
8328,Kengeri,416.0,1,17.19,1,143
8329,Yelahanka,1350.0,2,85.0,3,241
8330,Bannerghatta Road,1453.0,2,73.0,3,37
8331,Thanisandra,1226.0,2,65.0,2,223
8332,Hegde Nagar,1168.0,2,68.0,3,100
8333,Bannerghatta,1776.0,3,124.0,3,36
8334,Whitefield,1634.0,3,68.0,3,239
8335,Hormavu,860.0,2,56.0,2,106
8336,Nagasandra,1650.0,3,95.0,3,181
8337,Whitefield,1190.0,2,70.0,2,239
8338,JP Nagar,1133.0,2,33.99,2,116
8339,others,1559.0,3,62.0,3,245
8340,Horamavu Banaswadi,1448.0,4,118.0,3,105
8341,others,6652.0,6,510.0,4,245
8342,Kodichikkanahalli,976.0,2,50.0,2,146
8343,Binny Pete,2940.0,6,201.0,4,48
8344,Yelahanka,1633.0,3,110.0,3,241
8345,Ramagondanahalli,1151.0,2,46.0,2,200
8346,Kereguddadahalli,1400.0,2,42.0,3,145
8347,Uttarahalli,1037.0,2,36.0,2,230
8348,Thanisandra,1188.0,2,36.0,2,223
8349,others,1060.0,2,52.0,2,245
8350,Thigalarapalya,2215.0,4,162.0,3,224
8351,Harlur,2569.0,5,180.0,4,97
8352,ITPL,900.0,2,27.0,2,113
8353,Kudlu Gate,1183.0,2,79.54,2,156
8354,HSR Layout,1100.0,2,44.0,2,95
8355,GM Palaya,1643.0,2,70.0,3,82
8356,others,1500.0,2,120.0,3,245
8357,Jakkur,1291.0,2,75.0,2,117
8358,Hennur,1150.0,3,80.0,3,101
8359,others,1700.0,3,55.0,4,245
8360,Mahadevpura,1236.0,2,58.0,2,164
8361,Ramamurthy Nagar,1350.0,2,39.0,3,201
8362,Pai Layout,3800.0,6,175.0,6,190
8363,Haralur Road,4694.0,5,375.0,4,96
8364,Electronic City,1200.0,2,34.66,2,78
8365,Harlur,1225.0,2,56.0,2,97
